389292,0.33,0.83,0.35
389344,0.36,0.84,0.34
389397,0.35,0.84,0.36
389449,0.33,0.84,0.37
389502,0.30,0.84,0.37
389556,0.32,0.87,0.36
389608,0.32,0.87,0.34
389661,0.30,0.86,0.37
389713,0.30,0.86,0.37
389767,0.30,0.87,0.36
389819,0.29,0.86,0.37
389872,0.30,0.87,0.36
389925,0.30,0.86,0.36
389978,0.30,0.88,0.38
390031,0.29,0.88,0.37
390083,0.28,0.85,0.37
390136,0.31,0.86,0.34
390189,0.30,0.88,0.33
390242,0.30,0.88,0.36
390294,0.30,0.85,0.34
390347,0.34,0.87,0.34
390401,0.34,0.86,0.30
390453,0.35,0.86,0.32
390506,0.34,0.87,0.33
390558,0.34,0.87,0.32
390611,0.33,0.87,0.31
390664,0.33,0.87,0.33
390717,0.34,0.87,0.30
390770,0.35,0.87,0.31
390822,0.34,0.85,0.32
390876,0.35,0.86,0.32
390928,0.35,0.86,0.31
390981,0.37,0.88,0.31
391033,0.39,0.85,0.31
391087,0.37,0.84,0.32
391139,0.36,0.84,0.31
391192,0.36,0.85,0.30
391245,0.38,0.87,0.27
391298,0.37,0.81,0.27
391351,0.36,0.88,0.27
391403,0.34,0.87,0.30
391456,0.36,0.88,0.29
391508,0.36,0.86,0.29
391562,0.40,0.88,0.30
391615,0.37,0.87,0.29
391667,0.38,0.86,0.28
391720,0.40,0.86,0.30
391773,0.39,0.86,0.30
391826,0.34,0.84,0.34
391878,0.35,0.87,0.31
391931,0.37,0.84,0.30
391984,0.37,0.84,0.30
392037,0.37,0.84,0.33
392090,0.36,0.85,0.33
392142,0.35,0.85,0.33
392196,0.35,0.86,0.33
392248,0.37,0.88,0.33
392301,0.40,0.88,0.34
392353,0.39,0.83,0.34
392407,0.32,0.81,0.33
392460,0.28,0.86,0.28
392512,0.35,0.88,0.26
392565,0.44,0.87,0.34
392617,0.44,0.81,0.42
392671,0.48,0.72,0.42
392723,0.39,0.80,0.51
392776,0.26,0.82,0.48
392828,0.30,0.80,0.45
392882,0.31,0.80,0.41
392935,0.33,0.81,0.42
392987,0.36,0.80,0.48
393040,0.35,0.78,0.49
393093,0.32,0.79,0.45
393146,0.32,0.82,0.44
393198,0.31,0.80,0.47
393251,0.34,0.80,0.48
393305,0.34,0.80,0.46
393357,0.35,0.77,0.45
393410,0.36,0.79,0.44
393462,0.37,0.79,0.45
393516,0.36,0.80,0.49
393568,0.35,0.79,0.47
393621,0.32,0.79,0.45
393673,0.29,0.82,0.44
393726,0.30,0.84,0.44
393780,0.30,0.84,0.42
393832,0.30,0.81,0.39
393885,0.32,0.84,0.35
393937,0.33,0.84,0.37
393991,0.34,0.88,0.34
394043,0.34,0.87,0.33
394096,0.38,0.86,0.34
394149,0.39,0.84,0.34
394202,0.39,0.84,0.35
394255,0.38,0.83,0.34
394307,0.37,0.85,0.34
394360,0.37,0.85,0.32
394413,0.35,0.86,0.32
394466,0.34,0.86,0.34
394518,0.34,0.87,0.34
394571,0.35,0.87,0.32
394625,0.35,0.84,0.34
394677,0.35,0.84,0.33
394730,0.35,0.84,0.31
394782,0.34,0.86,0.34
394835,0.35,0.86,0.34
394888,0.35,0.86,0.34
394941,0.37,0.86,0.32
394994,0.37,0.87,0.34
395046,0.37,0.86,0.34
395100,0.32,0.84,0.37
395152,0.33,0.87,0.31
395205,0.37,0.86,0.30
395257,0.41,0.83,0.30
395311,0.41,0.79,0.35
395363,0.39,0.84,0.39
395416,0.37,0.84,0.34
395469,0.35,0.85,0.34
395522,0.33,0.85,0.34
395575,0.32,0.85,0.34
395627,0.34,0.85,0.35
395680,0.34,0.86,0.36
395732,0.35,0.85,0.34
395786,0.36,0.84,0.34
395839,0.34,0.84,0.36
395891,0.34,0.84,0.33
395944,0.34,0.87,0.34
395997,0.35,0.87,0.31
396050,0.37,0.85,0.35
396102,0.36,0.83,0.34
396155,0.34,0.84,0.35
396209,0.34,0.85,0.33
396261,0.34,0.86,0.32
396314,0.36,0.86,0.33
396366,0.36,0.84,0.36
396420,0.36,0.84,0.34
396472,0.36,0.85,0.34
396525,0.34,0.85,0.34
396577,0.35,0.86,0.32
396631,0.34,0.88,0.30
396684,0.34,0.86,0.34
396736,0.37,0.85,0.29
396789,0.36,0.86,0.31
396841,0.36,0.85,0.30
396895,0.37,0.87,0.29
396947,0.37,0.86,0.30
397000,0.37,0.86,0.30
397053,0.37,0.85,0.31
397106,0.38,0.85,0.30
397159,0.37,0.85,0.30
397211,0.37,0.85,0.29
397264,0.36,0.86,0.32
397317,0.35,0.86,0.29
397370,0.36,0.86,0.30
397422,0.37,0.85,0.32
397475,0.37,0.85,0.28
397529,0.38,0.86,0.32
397581,0.37,0.86,0.31
397634,0.37,0.87,0.30
397686,0.37,0.87,0.32
397740,0.37,0.86,0.30
397792,0.37,0.85,0.27
397845,0.38,0.84,0.30
397898,0.37,0.85,0.33
397950,0.34,0.85,0.29
398004,0.36,0.87,0.30
398056,0.35,0.86,0.30
398109,0.36,0.86,0.30
398161,0.36,0.85,0.33
398215,0.38,0.85,0.29
398267,0.38,0.86,0.30
398320,0.37,0.84,0.28
398373,0.37,0.88,0.30
398426,0.36,0.86,0.29
398479,0.38,0.86,0.27
398531,0.37,0.86,0.27
398584,0.37,0.87,0.30
398637,0.36,0.87,0.29
