157485,0.51,-0.82,-0.38
157538,0.52,-0.82,-0.37
157590,0.49,-0.84,-0.34
157643,0.52,-0.84,-0.31
157697,0.52,-0.83,-0.30
157749,0.53,-0.80,-0.31
157802,0.53,-0.80,-0.33
157854,0.54,-0.80,-0.32
157907,0.55,-0.79,-0.34
157960,0.54,-0.80,-0.33
158013,0.53,-0.80,-0.32
158066,0.55,-0.80,-0.30
158118,0.54,-0.79,-0.30
158172,0.55,-0.80,-0.30
158224,0.57,-0.79,-0.29
158277,0.53,-0.79,-0.34
158329,0.49,-0.81,-0.35
158383,0.52,-0.83,-0.34
158436,0.52,-0.82,-0.30
158488,0.54,-0.83,-0.27
158541,0.55,-0.78,-0.29
158594,0.52,-0.80,-0.35
158647,0.51,-0.84,-0.35
158699,0.53,-0.82,-0.31
158752,0.55,-0.80,-0.30
158806,0.54,-0.79,-0.30
158858,0.55,-0.80,-0.30
158911,0.54,-0.81,-0.31
158963,0.54,-0.81,-0.31
159016,0.54,-0.80,-0.31
159069,0.54,-0.80,-0.30
159122,0.54,-0.80,-0.30
159175,0.53,-0.81,-0.30
159227,0.53,-0.80,-0.32
159281,0.54,-0.81,-0.31
159333,0.53,-0.81,-0.30
159386,0.53,-0.80,-0.32
159438,0.52,-0.81,-0.31
159492,0.52,-0.81,-0.31
159545,0.53,-0.81,-0.31
159597,0.53,-0.81,-0.30
159650,0.54,-0.80,-0.31
159703,0.55,-0.80,-0.30
159756,0.54,-0.80,-0.31
159808,0.54,-0.80,-0.32
159861,0.54,-0.81,-0.30
159915,0.54,-0.80,-0.31
159967,0.54,-0.80,-0.30
160020,0.54,-0.80,-0.31
160072,0.53,-0.81,-0.31
160125,0.53,-0.82,-0.32
160178,0.52,-0.81,-0.33
160231,0.53,-0.81,-0.31
160284,0.53,-0.80,-0.31
160336,0.53,-0.81,-0.31
160390,0.54,-0.80,-0.30
160442,0.54,-0.80,-0.31
160495,0.53,-0.81,-0.30
160547,0.54,-0.80,-0.31
160601,0.54,-0.80,-0.31
160654,0.53,-0.80,-0.31
160706,0.54,-0.81,-0.30
160759,0.53,-0.80,-0.31
160812,0.53,-0.81,-0.31
160865,0.53,-0.80,-0.30
160917,0.53,-0.80,-0.31
160970,0.54,-0.80,-0.30
161024,0.53,-0.80,-0.31
161076,0.53,-0.81,-0.31
161129,0.54,-0.80,-0.31
161181,0.53,-0.80,-0.31
161234,0.54,-0.80,-0.31
161287,0.52,-0.81,-0.31
161340,0.53,-0.80,-0.30
161393,0.54,-0.80,-0.30
161445,0.52,-0.81,-0.31
161499,0.52,-0.81,-0.31
161551,0.52,-0.81,-0.31
161604,0.52,-0.80,-0.32
161656,0.52,-0.80,-0.30
161710,0.50,-0.80,-0.30
161763,0.52,-0.80,-0.29
161815,0.52,-0.80,-0.28
161868,0.51,-0.80,-0.28
161921,0.52,-0.84,-0.29
161974,0.53,-0.84,-0.28
162026,0.53,-0.85,-0.31
162079,0.52,-0.85,-0.30
162132,0.52,-0.84,-0.32
162185,0.52,-0.85,-0.28
162238,0.52,-0.85,-0.27
162290,0.52,-0.84,-0.24
162343,0.52,-0.83,-0.24
162396,0.52,-0.84,-0.26
162449,0.52,-0.83,-0.27
162502,0.52,-0.84,-0.27
162554,0.52,-0.82,-0.27
162608,0.52,-0.83,-0.26
162660,0.52,-0.84,-0.26
162713,0.52,-0.83,-0.26
162766,0.52,-0.82,-0.26
162819,0.54,-0.83,-0.27
162872,0.53,-0.83,-0.27
162924,0.53,-0.82,-0.27
162977,0.53,-0.83,-0.26
163030,0.52,-0.84,-0.27
163083,0.51,-0.83,-0.27
163136,0.52,-0.83,-0.27
163188,0.52,-0.83,-0.27
163241,0.52,-0.84,-0.27
163294,0.52,-0.84,-0.27
163347,0.52,-0.83,-0.26
163399,0.52,-0.83,-0.27
163452,0.52,-0.83,-0.27
163506,0.52,-0.83,-0.26
163558,0.52,-0.83,-0.25
163611,0.52,-0.84,-0.26
163663,0.52,-0.84,-0.26
163717,0.52,-0.84,-0.26
163769,0.52,-0.84,-0.25
163822,0.52,-0.84,-0.26
163875,0.52,-0.84,-0.26
163928,0.52,-0.84,-0.26
163981,0.52,-0.83,-0.26
164033,0.52,-0.84,-0.25
164086,0.52,-0.84,-0.26
164140,0.51,-0.84,-0.27
164192,0.51,-0.84,-0.26
164245,0.52,-0.84,-0.25
164297,0.52,-0.84,-0.25
164350,0.52,-0.84,-0.24
164403,0.53,-0.83,-0.25
164456,0.52,-0.84,-0.26
164509,0.52,-0.84,-0.26
164561,0.51,-0.84,-0.26
164615,0.51,-0.84,-0.27
164667,0.50,-0.84,-0.25
164720,0.52,-0.83,-0.26
164772,0.53,-0.84,-0.26
164826,0.52,-0.84,-0.27
164879,0.52,-0.84,-0.27
164931,0.54,-0.84,-0.28
164984,0.52,-0.83,-0.28
165037,0.52,-0.82,-0.27
165090,0.52,-0.82,-0.27
165142,0.54,-0.82,-0.27
165195,0.51,-0.82,-0.28
165249,0.52,-0.81,-0.27
165301,0.52,-0.81,-0.26
165354,0.52,-0.82,-0.26
165406,0.53,-0.83,-0.27
165459,0.53,-0.82,-0.27
165512,0.53,-0.80,-0.28
165565,0.53,-0.81,-0.30
165618,0.53,-0.81,-0.30
165670,0.53,-0.82,-0.30
165724,0.52,-0.81,-0.30
165776,0.52,-0.81,-0.30
165829,0.52,-0.81,-0.29
165881,0.56,-0.82,-0.27
165935,0.54,-0.82,-0.30
165988,0.52,-0.82,-0.34
166040,0.53,-0.84,-0.29
166093,0.52,-0.81,-0.27
166146,0.53,-0.81,-0.29
166199,0.53,-0.83,-0.27
166251,0.54,-0.83,-0.30
166304,0.52,-0.81,-0.30
166358,0.55,-0.78,-0.25
166410,0.54,-0.79,-0.26
166463,0.54,-0.80,-0.30
166515,0.52,-0.84,-0.34
166568,0.53,-0.85,-0.34
166621,0.53,-0.77,-0.30
166674,0.54,-0.73,-0.24
166727,0.45,-0.90,-0.30
166779,0.45,-0.95,-0.39
166833,0.49,-0.89,-0.37
166885,0.51,-0.76,-0.28
166938,0.54,-0.69,-0.27
166991,0.56,-0.73,-0.27
167044,0.58,-0.86,-0.28
167097,0.54,-0.89,-0.30
167149,0.48,-0.83,-0.32
167202,0.51,-0.79,-0.34
167255,0.53,-0.83,-0.31
167308,0.51,-0.87,-0.30
167361,0.52,-0.85,-0.28
167413,0.52,-0.80,-0.30
167467,0.55,-0.78,-0.30
167519,0.55,-0.80,-0.31
167572,0.52,-0.82,-0.33
167624,0.52,-0.83,-0.33
167677,0.54,-0.84,-0.30
167731,0.54,-0.82,-0.30
167783,0.52,-0.80,-0.30
167836,0.52,-0.80,-0.28
167888,0.53,-0.80,-0.27
167942,0.53,-0.81,-0.30
167994,0.52,-0.82,-0.30
168047,0.52,-0.82,-0.31
168100,0.54,-0.81,-0.30
168153,0.54,-0.81,-0.32
168206,0.52,-0.80,-0.31
168258,0.55,-0.80,-0.31
168311,0.53,-0.80,-0.32
168364,0.52,-0.82,-0.32
168417,0.52,-0.82,-0.29
168470,0.52,-0.81,-0.31
168522,0.52,-0.82,-0.33
168576,0.52,-0.82,-0.33
168628,0.54,-0.81,-0.30
168681,0.54,-0.80,-0.30
168733,0.54,-0.80,-0.30
168786,0.53,-0.80,-0.31
168840,0.55,-0.80,-0.31
168892,0.53,-0.80,-0.34
168945,0.52,-0.81,-0.33
168997,0.52,-0.80,-0.32
169051,0.53,-0.80,-0.30
169103,0.52,-0.80,-0.32
169156,0.52,-0.82,-0.32
169209,0.52,-0.83,-0.33
169262,0.52,-0.81,-0.33
169315,0.53,-0.80,-0.32
169367,0.52,-0.80,-0.30
169420,0.52,-0.82,-0.30
169473,0.53,-0.80,-0.33
169526,0.54,-0.80,-0.32
169579,0.53,-0.80,-0.32
169631,0.55,-0.81,-0.30
169684,0.53,-0.80,-0.31
169737,0.52,-0.80,-0.31
169790,0.52,-0.80,-0.32
169842,0.53,-0.81,-0.31
169895,0.52,-0.82,-0.32
169949,0.52,-0.82,-0.31
170001,0.53,-0.81,-0.32
170054,0.52,-0.81,-0.33
170106,0.53,-0.81,-0.31
170160,0.53,-0.80,-0.31
170212,0.53,-0.80,-0.31
170265,0.54,-0.80,-0.32
170318,0.54,-0.80,-0.30
170371,0.53,-0.81,-0.31
170424,0.51,-0.82,-0.31
170476,0.52,-0.81,-0.31
170529,0.53,-0.80,-0.32
170582,0.52,-0.81,-0.32
170635,0.52,-0.80,-0.32
170688,0.53,-0.80,-0.34
170740,0.53,-0.80,-0.34
170793,0.53,-0.81,-0.32
170846,0.52,-0.80,-0.35
170899,0.55,-0.82,-0.33
170951,0.49,-0.80,-0.33
171004,0.52,-0.80,-0.30
171058,0.52,-0.80,-0.28
171110,0.52,-0.81,-0.29
171163,0.52,-0.80,-0.33
171215,0.54,-0.80,-0.33
171269,0.53,-0.80,-0.34
171321,0.52,-0.81,-0.36
171374,0.52,-0.81,-0.36
171427,0.53,-0.80,-0.34
171480,0.52,-0.80,-0.32
171533,0.52,-0.81,-0.34
171585,0.52,-0.82,-0.30
171638,0.52,-0.80,-0.32
171691,0.53,-0.80,-0.31
171744,0.52,-0.81,-0.33
171797,0.53,-0.81,-0.33
171849,0.53,-0.80,-0.32
171902,0.52,-0.80,-0.33
171955,0.52,-0.81,-0.33
172008,0.52,-0.81,-0.32
172061,0.52,-0.80,-0.32
172113,0.51,-0.80,-0.32
172167,0.52,-0.83,-0.33
172219,0.52,-0.82,-0.34
172272,0.53,-0.80,-0.33
172324,0.55,-0.80,-0.32
172378,0.53,-0.81,-0.32
172431,0.51,-0.81,-0.34
172483,0.52,-0.81,-0.32
172536,0.52,-0.81,-0.31
172589,0.50,-0.82,-0.31
172642,0.51,-0.84,-0.29
172694,0.53,-0.80,-0.31
172747,0.55,-0.80,-0.29
172801,0.52,-0.80,-0.34
172853,0.50,-0.83,-0.35
172906,0.52,-0.83,-0.34
172958,0.52,-0.81,-0.34
173011,0.52,-0.81,-0.33
173064,0.52,-0.80,-0.29
173117,0.55,-0.80,-0.25
173170,0.57,-0.80,-0.28
173222,0.51,-0.80,-0.36
173276,0.48,-0.83,-0.37
173328,0.50,-0.84,-0.36
173381,0.51,-0.82,-0.31
173433,0.53,-0.81,-0.27
173487,0.57,-0.80,-0.23
173540,0.55,-0.77,-0.30
173592,0.51,-0.80,-0.38
173645,0.48,-0.83,-0.41
173698,0.48,-0.85,-0.34
173751,0.55,-0.84,-0.26
173803,0.55,-0.81,-0.23
173856,0.49,-0.78,-0.37
173910,0.48,-0.81,-0.37
173962,0.50,-0.84,-0.30
174015,0.54,-0.82,-0.30
174067,0.53,-0.80,-0.32
174120,0.52,-0.79,-0.31
174173,0.52,-0.80,-0.32
174226,0.53,-0.80,-0.33
174279,0.52,-0.82,-0.32
174331,0.52,-0.82,-0.32
174385,0.51,-0.82,-0.32
174437,0.52,-0.82,-0.33
174490,0.52,-0.82,-0.32
174543,0.51,-0.82,-0.32
174596,0.52,-0.82,-0.32
174649,0.52,-0.82,-0.30
174701,0.52,-0.80,-0.32
174754,0.52,-0.81,-0.32
174807,0.52,-0.82,-0.32
174860,0.52,-0.81,-0.31
174913,0.52,-0.80,-0.31
174965,0.52,-0.80,-0.32
175019,0.52,-0.82,-0.32
175071,0.51,-0.82,-0.34
175124,0.52,-0.81,-0.33
175176,0.52,-0.80,-0.32
175229,0.51,-0.82,-0.32
175283,0.51,-0.82,-0.32
175335,0.52,-0.82,-0.34
175388,0.51,-0.82,-0.30
175440,0.52,-0.80,-0.29
175494,0.52,-0.80,-0.34
175546,0.52,-0.84,-0.34
175599,0.52,-0.84,-0.32
175652,0.52,-0.80,-0.32
175705,0.53,-0.80,-0.30
175758,0.51,-0.82,-0.32
175810,0.52,-0.84,-0.34
175863,0.50,-0.82,-0.33
175916,0.51,-0.81,-0.33
175969,0.53,-0.84,-0.33
176022,0.54,-0.84,-0.35
176074,0.53,-0.83,-0.42
176128,0.51,-0.85,-0.30
176180,0.52,-0.78,-0.25
176233,0.48,-0.75,-0.27
176285,0.45,-0.78,-0.27
176338,0.47,-0.81,-0.28
176392,0.53,-0.84,-0.31
176444,0.52,-0.88,-0.33
176497,0.54,-0.85,-0.34
176549,0.52,-0.81,-0.33
176603,0.51,-0.82,-0.28
176655,0.47,-0.84,-0.31
176708,0.46,-0.84,-0.25
176761,0.47,-0.85,-0.26
176814,0.48,-0.87,-0.22
176867,0.55,-0.84,-0.21
